24, Local-gov, 69640, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 205816, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, >50K.
18, Private, 427437, HS-grad, 9, Never-married, Sales, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
24, Private, 198259, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
45, Private, 54314, 9th, 5, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
32, Private, 195744, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
53, Local-gov, 294547, Some-college, 10, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K.
50, Private, 77521, 11th, 7, Never-married, Priv-house-serv, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 288158, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 125010, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 45, United-States, <=50K.
32, Private, 80945, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Nicaragua, >50K.
21, Private, 33016, 10th, 6, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 25, United-States, <=50K.
42, Private, 388725, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K.
37, Local-gov, 347136, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K.
53, Self-emp-inc, 158294, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 99999, 0, 75, United-States, >50K.
34, Private, 362787, 10th, 6, Married-spouse-absent, Other-service, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K.
29, Private, 39388, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 322691, Masters, 14, Widowed, Exec-managerial, Own-child, White, Male, 0, 0, 62, United-States, >50K.
29, Private, 31659, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 2202, 0, 45, United-States, <=50K.
70, Private, 176940, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K.
26, Local-gov, 189027, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 98719, HS-grad, 9, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
58, Private, 172238, HS-grad, 9, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, <=50K.
23, ?, 170456, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 5, United-States, <=50K.
27, Private, 129009, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K.
17, Private, 247580, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 18, United-States, <=50K.
29, Private, 204516, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 52, United-States, <=50K.
26, Private, 192652, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
31, Private, 336543, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 45, United-States, >50K.
29, ?, 143938, HS-grad, 9, Separated, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
22, Private, 272591, 10th, 6, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
28, Local-gov, 312372, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K.
28, Local-gov, 172270, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
20, Private, 342414, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 24, United-States, <=50K.
58, Private, 123886, HS-grad, 9, Never-married, Sales, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K.
23, Private, 398130, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 96, United-States, <=50K.
34, Private, 142989, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 331539, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Other, Male, 0, 0, 40, United-States, <=50K.
19, Private, 225156, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
18, ?, 311863, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
35, Local-gov, 170682, 11th, 7, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 32, United-States, <=50K.
21, Private, 96178, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
20, ?, 37932, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
49, Private, 198126, 7th-8th, 4, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 344275, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, ?, >50K.
37, Private, 112497, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K.
36, Private, 178487, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 1669, 40, United-States, <=50K.
44, Private, 55395, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Local-gov, 131239, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Self-emp-not-inc, 104772, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3908, 0, 40, United-States, <=50K.
53, Private, 427320, Bachelors, 13, Divorced, Other-service, Not-in-family, Black, Male, 3325, 0, 40, United-States, <=50K.
34, ?, 73296, 11th, 7, Never-married, ?, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
24, Private, 216853, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 37, United-States, <=50K.
40, Private, 259757, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
47, Private, 200734, HS-grad, 9, Separated, Priv-house-serv, Not-in-family, Black, Female, 0, 0, 50, Nicaragua, <=50K.
19, ?, 87515, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 44, Germany, <=50K.
18, Private, 161245, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 8, United-States, <=50K.
32, Private, 262024, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 38, United-States, <=50K.
21, Private, 287681, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, Mexico, <=50K.
27, Private, 303601, 12th, 8, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
58, ?, 365410, Some-college, 10, Separated, ?, Other-relative, White, Female, 0, 0, 99, United-States, <=50K.
29, Self-emp-not-inc, 394356, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 263150, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, >50K.
45, State-gov, 86618, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K.
43, Private, 120277, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
63, Federal-gov, 90393, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, <=50K.
26, Self-emp-inc, 79078, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
42, State-gov, 197344, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 120998, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
36, Private, 37522, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K.
44, Private, 96321, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
18, Private, 217302, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
69, Private, 137109, 10th, 6, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K.
40, Private, 227823, Assoc-acdm, 12, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 70, United-States, <=50K.
37, Private, 22149, HS-grad, 9, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 18, United-States, <=50K.
39, Private, 176900, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K.
57, Private, 154368, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
28, Private, 183445, HS-grad, 9, Separated, Priv-house-serv, Own-child, White, Female, 0, 0, 40, Guatemala, <=50K.
23, Private, 193537, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 20, United-States, <=50K.
20, Private, 313873, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
46, Private, 34186, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, State-gov, 271807, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 16, United-States, <=50K.
67, ?, 46449, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, United-States, <=50K.
31, Private, 128065, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
24, Private, 176486, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
54, Private, 191072, Bachelors, 13, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
28, Private, 34452, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
30, State-gov, 123253, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K.
42, Private, 113461, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
17, Private, 116267, 12th, 8, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 15, Columbia, <=50K.
32, Private, 30433, Bachelors, 13, Never-married, Tech-support, Other-relative, White, Female, 0, 0, 72, United-States, <=50K.
25, Private, 198512, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
49, Self-emp-inc, 131826, Prof-school, 15, Widowed, Prof-specialty, Unmarried, White, Male, 99999, 0, 50, United-States, >50K.
35, Private, 129764, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K.
32, Private, 49398, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Male, 10520, 0, 40, United-States, >50K.
17, Local-gov, 292285, 11th, 7, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
61, Federal-gov, 91726, Masters, 14, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States, >50K.
56, Private, 178282, HS-grad, 9, Widowed, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
50, Private, 227458, HS-grad, 9, Never-married, Exec-managerial, Unmarried, White, Male, 0, 0, 51, United-States, <=50K.
32, Private, 183470, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 42, United-States, <=50K.
41, Private, 275446, Some-college, 10, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
41, Private, 328013, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 65, United-States, <=50K.
19, Private, 382688, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
18, Private, 122988, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
25, Private, 175537, Bachelors, 13, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
21, Private, 256278, HS-grad, 9, Never-married, Other-service, Other-relative, Other, Female, 0, 0, 35, El-Salvador, <=50K.
34, Private, 161153, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
31, Private, 48189, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, <=50K.
36, Private, 186531, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K.
19, Private, 96866, Some-college, 10, Never-married, Other-service, Other-relative, White, Female, 0, 0, 30, United-States, <=50K.
35, Private, 117555, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K.
18, ?, 98549, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 1602, 35, United-States, <=50K.
39, Private, 101782, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 234753, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 34, United-States, >50K.
59, Private, 59469, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K.
28, Private, 614113, Some-college, 10, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K.
47, Private, 203505, Doctorate, 16, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 23, United-States, <=50K.
27, Private, 128365, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
56, Private, 36990, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 52, United-States, >50K.
18, Private, 303240, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
76, ?, 217043, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 15, United-States, <=50K.
56, Private, 176079, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 15024, 0, 24, United-States, >50K.
40, Self-emp-inc, 266047, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 65, United-States, >50K.
39, Self-emp-inc, 285890, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, Haiti, >50K.
24, Private, 70261, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 214236, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
36, Self-emp-not-inc, 143385, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K.
55, Private, 150507, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 292264, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Self-emp-inc, 110861, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
32, Private, 225064, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 154120, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Trinadad&Tobago, <=50K.
17, Private, 34465, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 32, United-States, <=50K.
29, Private, 89598, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 2057, 35, United-States, <=50K.
54, Private, 183668, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 189382, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 1504, 40, United-States, <=50K.
67, ?, 165103, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 2174, 50, United-States, >50K.
48, Private, 44216, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
17, Private, 150471, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
41, Private, 32627, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
43, Self-emp-not-inc, 153109, Assoc-acdm, 12, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 60, United-States, <=50K.
29, Private, 352451, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
43, Private, 176716, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, >50K.
46, Federal-gov, 171850, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K.
42, Private, 260496, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
36, Private, 154410, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, >50K.
31, Self-emp-not-inc, 23500, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 75, United-States, <=50K.
60, Private, 178312, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 70, United-States, >50K.
50, Private, 62593, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K.
30, Private, 123291, Some-college, 10, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 313817, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K.
57, State-gov, 229270, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Other, Male, 0, 1579, 37, United-States, <=50K.
43, Private, 212027, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, Black, Male, 0, 0, 38, United-States, <=50K.
58, Private, 259532, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K.
26, Local-gov, 213258, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
26, Private, 316337, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
38, Private, 179123, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K.
26, Private, 191765, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, Scotland, <=50K.
59, Self-emp-inc, 188877, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
41, Private, 55395, Some-college, 10, Married-spouse-absent, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 161051, Some-college, 10, Never-married, Tech-support, Own-child, Black, Female, 0, 0, 4, United-States, <=50K.
30, Private, 241844, HS-grad, 9, Separated, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
36, Private, 232142, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 80, United-States, <=50K.
43, Private, 311534, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, >50K.
68, Self-emp-not-inc, 128986, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K.
18, Private, 67019, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
23, Private, 208826, Bachelors, 13, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
43, Private, 256813, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K.
44, Private, 160919, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
43, Private, 107584, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K.
59, Self-emp-inc, 159472, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 408318, 7th-8th, 4, Married-spouse-absent, Other-service, Not-in-family, White, Male, 0, 0, 25, Mexico, <=50K.
61, Private, 194956, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
52, State-gov, 21764, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
37, Private, 277347, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
57, Private, 104455, Some-college, 10, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 90, United-States, >50K.
30, Private, 117584, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 20, United-States, <=50K.
38, Private, 131288, Assoc-voc, 11, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
46, Private, 99014, Some-college, 10, Divorced, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
22, Private, 141003, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
64, Private, 344014, Some-college, 10, Divorced, Tech-support, Unmarried, Black, Female, 0, 1741, 40, United-States, <=50K.
45, Private, 175600, Assoc-voc, 11, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
31, Local-gov, 240504, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 1902, 50, United-States, >50K.
20, Private, 174436, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 60, United-States, <=50K.
29, Private, 194869, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
23, Private, 164901, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
62, Private, 72886, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
41, Self-emp-inc, 130126, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K.
42, Self-emp-inc, 196514, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 103651, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
25, Private, 261419, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 50, United-States, <=50K.
61, Private, 206339, 10th, 6, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 445365, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 227466, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 50, United-States, <=50K.
49, Private, 96854, HS-grad, 9, Divorced, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 163595, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
22, State-gov, 181096, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, Male, 0, 0, 20, United-States, <=50K.
24, Private, 95984, Assoc-voc, 11, Never-married, Sales, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K.
37, Private, 472517, Assoc-voc, 11, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 4, United-States, <=50K.
46, Local-gov, 60751, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
35, Private, 107302, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
41, Private, 106501, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 50, United-States, >50K.
23, Private, 32732, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
34, Self-emp-inc, 174789, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K.
39, Private, 301628, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K.
29, Private, 27436, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
24, Private, 93977, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
54, Private, 139127, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 258231, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
25, Self-emp-not-inc, 136309, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
50, Private, 266433, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
59, Private, 140363, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 42, United-States, >50K.
58, Private, 179715, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 47, United-States, >50K.
55, Private, 204816, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
58, Private, 35520, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 7688, 0, 40, United-States, >50K.
46, Private, 101320, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 42, United-States, >50K.
40, Private, 210857, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 50, United-States, >50K.
40, Self-emp-not-inc, 60949, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
57, Local-gov, 139095, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
46, Private, 233493, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1579, 40, United-States, <=50K.
36, Private, 176249, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 1590, 40, United-States, <=50K.
29, Private, 187746, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
32, Private, 49593, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
24, Self-emp-not-inc, 240160, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
