33, Private, 215596, 9th, 5, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, <=50K.
76, ?, 84737, Bachelors, 13, Widowed, ?, Other-relative, Asian-Pac-Islander, Male, 0, 0, 32, China, <=50K.
62, Private, 176965, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
61, Private, 101701, Bachelors, 13, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 20, United-States, <=50K.
33, Private, 22405, HS-grad, 9, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 72, United-States, <=50K.
50, Private, 98815, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 46, United-States, >50K.
43, Private, 195897, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
27, Private, 96718, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 39, United-States, <=50K.
67, Private, 126361, 11th, 7, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 9, United-States, >50K.
27, State-gov, 56365, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 20, China, <=50K.
33, Federal-gov, 344073, Bachelors, 13, Never-married, Protective-serv, Not-in-family, White, Male, 0, 1408, 50, United-States, <=50K.
35, Private, 306388, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
20, Private, 143604, Some-college, 10, Never-married, Sales, Unmarried, White, Female, 0, 0, 2, United-States, <=50K.
26, Private, 174592, Bachelors, 13, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
45, Self-emp-not-inc, 48553, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K.
23, Private, 358355, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 40, Mexico, <=50K.
48, Private, 443377, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
28, Local-gov, 229656, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1485, 40, United-States, >50K.
40, Private, 115516, Masters, 14, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K.
62, Private, 189665, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K.
52, Self-emp-not-inc, 105010, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 30, United-States, <=50K.
50, Private, 320510, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
43, Private, 175943, HS-grad, 9, Married-civ-spouse, Sales, Other-relative, White, Female, 0, 0, 20, United-States, <=50K.
44, Private, 89172, Masters, 14, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 281627, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 1564, 30, United-States, >50K.
23, State-gov, 1117718, Some-college, 10, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K.
39, Private, 108293, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
26, Private, 152035, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
40, Private, 38389, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 213902, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
22, Local-gov, 192812, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
35, Private, 301911, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Japan, >50K.
52, Private, 89041, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 40, United-States, >50K.
37, Private, 96483, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, 5178, 0, 38, United-States, >50K.
25, Private, 209970, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
27, Private, 110622, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K.
51, State-gov, 250807, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
18, State-gov, 391257, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K.
26, Private, 135521, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 50, United-States, <=50K.
21, ?, 108670, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
42, Private, 179533, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
64, Private, 250117, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1902, 50, United-States, >50K.
34, State-gov, 101562, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
70, Self-emp-inc, 223275, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 126060, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
52, State-gov, 168035, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, <=50K.
25, Private, 175382, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
33, Private, 170540, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
18, Private, 243240, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
51, Self-emp-not-inc, 381769, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K.
35, Private, 104545, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
61, Private, 74040, Bachelors, 13, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 30, South, <=50K.
41, Federal-gov, 275366, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Self-emp-not-inc, 194360, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 72, United-States, >50K.
24, State-gov, 334693, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 146764, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
24, ?, 184975, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
18, Private, 336508, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
60, Private, 427248, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
35, ?, 186489, 11th, 7, Married-civ-spouse, ?, Husband, White, Male, 0, 2603, 40, United-States, <=50K.
28, Private, 258364, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
26, Local-gov, 214215, 11th, 7, Married-civ-spouse, Other-service, Other-relative, White, Male, 0, 0, 50, United-States, <=50K.
41, Self-emp-not-inc, 49448, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 99999, 0, 40, United-States, >50K.
52, Private, 261198, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
45, Self-emp-inc, 270535, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K.
26, Self-emp-not-inc, 218993, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
48, Private, 155489, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
18, ?, 151866, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
47, Private, 98828, HS-grad, 9, Widowed, Prof-specialty, Unmarried, Other, Female, 0, 0, 35, Puerto-Rico, <=50K.
22, Private, 233495, 9th, 5, Divorced, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 182203, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K.
38, Private, 33394, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 75, United-States, >50K.
19, ?, 171583, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
34, Local-gov, 80411, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Private, 161295, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, >50K.
49, ?, 178341, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 7688, 0, 50, United-States, >50K.
38, Private, 311523, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 0, 0, 40, Iran, <=50K.
25, Private, 315130, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K.
23, Private, 67311, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, Canada, <=50K.
48, Private, 44907, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
62, Private, 104849, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, >50K.
27, Private, 225768, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
24, Private, 186666, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
23, ?, 69510, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
59, Private, 171242, Bachelors, 13, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
55, Private, 197420, HS-grad, 9, Never-married, Priv-house-serv, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K.
48, Private, 224087, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
61, Self-emp-not-inc, 140141, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
43, Self-emp-not-inc, 175943, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 14, United-States, <=50K.
46, Local-gov, 318259, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
34, Private, 190027, HS-grad, 9, Separated, Tech-support, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K.
32, Private, 233838, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 50, United-States, <=50K.
51, ?, 117847, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 99, United-States, <=50K.
26, Private, 49092, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K.
39, Private, 171524, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, Columbia, <=50K.
50, Private, 237868, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 55, United-States, >50K.
51, Self-emp-not-inc, 34067, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
43, Self-emp-inc, 25005, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 177437, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
44, Local-gov, 185267, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K.
40, Private, 104397, HS-grad, 9, Married-civ-spouse, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
41, Private, 33331, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 40, United-States, >50K.
48, Private, 29128, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
57, State-gov, 328228, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
21, Private, 227411, Assoc-voc, 11, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
27, Private, 169117, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K.
27, Private, 238267, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 10, United-States, <=50K.
31, Private, 118551, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
23, Private, 47541, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K.
45, Private, 92374, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Other, Male, 13550, 0, 60, India, >50K.
61, Local-gov, 224598, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 24, ?, <=50K.
32, Private, 131568, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 183319, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 43, United-States, >50K.
41, Private, 309932, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
60, Private, 197311, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 99, United-States, <=50K.
28, Private, 292120, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 42, United-States, <=50K.
49, Private, 117310, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Own-child, White, Female, 0, 0, 38, United-States, <=50K.
23, Private, 308647, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1887, 40, United-States, >50K.
30, Private, 135785, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 179008, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K.
27, State-gov, 205188, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States, <=50K.
26, Private, 193945, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
40, State-gov, 258589, Masters, 14, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K.
30, State-gov, 107142, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 37, United-States, >50K.
42, Private, 23157, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
72, Self-emp-not-inc, 47203, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 4931, 0, 70, United-States, <=50K.
30, Private, 279923, Some-college, 10, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
51, Private, 192386, Assoc-voc, 11, Divorced, Craft-repair, Not-in-family, White, Male, 6849, 0, 40, United-States, <=50K.
24, Private, 188569, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 4787, 0, 60, United-States, >50K.
43, Private, 68748, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 239155, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
45, Private, 165346, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 64, United-States, <=50K.
21, Private, 392082, Some-college, 10, Never-married, Adm-clerical, Own-child, Other, Male, 0, 0, 40, United-States, <=50K.
36, Private, 379522, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, Germany, <=50K.
34, Private, 109917, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
25, Private, 109097, 11th, 7, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
57, State-gov, 202765, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
46, Federal-gov, 125892, Masters, 14, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, 15024, 0, 40, United-States, >50K.
30, Private, 119411, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 88231, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 188561, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 191681, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
42, Private, 36999, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 3325, 0, 40, United-States, <=50K.
57, Private, 161662, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K.
45, Local-gov, 111994, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
27, Private, 247711, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 2258, 55, United-States, <=50K.
41, Private, 271282, 11th, 7, Divorced, Protective-serv, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
44, Private, 314739, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
39, State-gov, 195148, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 358121, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
31, Private, 101266, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 278391, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 50, United-States, <=50K.
19, Private, 206751, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
54, Private, 161147, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 2174, 0, 40, United-States, <=50K.
47, Private, 301431, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
17, Private, 347000, 12th, 8, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 12, United-States, <=50K.
39, State-gov, 25806, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 48, China, <=50K.
24, Private, 181557, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
20, Private, 20057, Some-college, 10, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
25, Private, 190107, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
39, Local-gov, 30269, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 44, United-States, >50K.
20, Private, 117767, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 406734, Masters, 14, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
23, Private, 236696, Assoc-acdm, 12, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 20, Iran, <=50K.
24, Private, 354691, 12th, 8, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 199720, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
24, Self-emp-not-inc, 31606, Bachelors, 13, Married-civ-spouse, Prof-specialty, Other-relative, White, Female, 0, 0, 20, United-States, >50K.
45, Federal-gov, 133973, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
55, Private, 323639, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 74, United-States, >50K.
21, Private, 225724, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
64, Self-emp-not-inc, 144391, Masters, 14, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 34173, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 20, United-States, <=50K.
55, Local-gov, 219074, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 55, United-States, >50K.
21, Private, 379525, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 4416, 0, 24, United-States, <=50K.
17, Local-gov, 287160, 11th, 7, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 7, United-States, <=50K.
27, Private, 130386, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
25, Private, 409815, Assoc-voc, 11, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
38, Private, 212143, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 35, United-States, >50K.
33, ?, 33404, HS-grad, 9, Divorced, ?, Unmarried, White, Male, 0, 0, 48, United-States, <=50K.
52, Private, 235567, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
22, Private, 306868, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
37, Private, 353550, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K.
37, Private, 107302, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 45, United-States, >50K.
65, Self-emp-not-inc, 169435, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 39, United-States, >50K.
28, Private, 105817, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
32, Self-emp-not-inc, 68879, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
53, Self-emp-not-inc, 206288, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 35, Vietnam, <=50K.
32, Private, 187936, 10th, 6, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 50, United-States, <=50K.
45, Private, 226081, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
49, Private, 414448, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, ?, <=50K.
34, Local-gov, 79190, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, <=50K.
39, Private, 34996, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K.
43, Private, 318415, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
45, ?, 214800, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 12, United-States, <=50K.
35, Private, 148334, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
41, Self-emp-inc, 160120, Doctorate, 16, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, >50K.
62, Self-emp-not-inc, 285692, Masters, 14, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
45, Private, 461725, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 104329, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
34, Private, 37284, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 154374, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K.
17, Private, 209650, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
18, Private, 227529, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 249382, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
20, Private, 305781, 11th, 7, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 147989, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 58, United-States, <=50K.
57, Private, 207604, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
38, Private, 367260, Doctorate, 16, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 147523, 9th, 5, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, El-Salvador, <=50K.
52, Self-emp-not-inc, 193116, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, Mexico, <=50K.
18, Private, 50119, 10th, 6, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 20, United-States, <=50K.
52, Private, 262579, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, United-States, <=50K.
42, Private, 244910, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
48, Private, 120902, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
55, Private, 217241, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
18, Private, 65098, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
17, Private, 364491, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 22, United-States, <=50K.
47, Private, 209739, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 72338, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male, 0, 0, 26, United-States, <=50K.
48, Private, 215895, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 32289, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
54, Private, 209464, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
